,Unnamed: 0,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value
329,329,330,Tyler Kroft ,,,TE43,,,,334.0,,273.0,303.5,00-0032214,TE,2017,1.0,24,2015,0.858125,56.449234,0.005,85.0,6.3
330,330,331,Rico Gathers,,,TE44,,,,,,265.0,265.0,00-0033054,TE,2017,0.058823529411764705,23,2016,-1.0,--,0.003,217.0,0.3
331,331,332,Boston Scott,,,RB88,,,,268.0,,406.0,337.0,00-0034414,RB,2017,--,22,2018,-1.0,--,0.004,201.0,0.8
332,332,333,Jaron Brown,,,WR111,,,,338.0,,311.0,320.0,00-0030300,WR,2017,0.891566265060241,27,2013,-1.0,21.431704,0.016,,0.0
333,333,334,Gerald Everett,,,TE45,,,,342.0,,274.0,308.0,00-0033895,TE,2017,1.0,23,2017,0.2875,14.386923,0.009000000000000001,44.0,10.5
334,334,335,Tyler Boyd,,,WR112,,,,307.0,,371.0,329.0,00-0033009,WR,2017,1.0,22,2016,0.46499999999999997,34.07389,0.006999999999999999,55.0,9.1
335,335,336,Brett Maher,,,K27,,,,273.0,,393.0,333.0,00-0030332,K,2017,--,27,2018,-1.0,--,0.003,,0.0
336,336,337,Curtis Samuel,BUF,11,WR113,,,,,,276.0,276.0,00-0033282,WR,2017,0.625,21,2017,0.37,9.898393,0.01,40.0,11.1
337,337,338,Blake Jarwin,,,TE46,,,,,,281.0,281.0,00-0033658,TE,2017,1.0,23,2017,0.05,--,0.003,,0.0
338,338,339,Adam Humphries,,,WR114,,,,,,335.0,313.5,00-0032009,WR,2017,1.0,24,2015,0.62625,22.641293,0.016,,0.0
339,339,340,Joe Williams,,,RB89,,,,330.0,,298.0,314.0,00-0032135,TE,2017,1.0,23,2015,0.813125,45.80286,0.004,160.0,2.3
340,340,341,Jalen Richard,,,RB90,,,,301.0,,327.0,314.0,00-0033025,RB,2017,1.0,23,2016,0.21375,24.646381,0.003,,0.0
341,341,342,Wendell Smallwood,,,RB91,,,,283.0,,381.0,332.0,00-0032782,RB,2017,0.90625,23,2016,0.30625,30.91982,0.004,153.0,2.6
342,342,343,Cameron Artis-Payne,,,RB92,,,,,,285.0,285.0,00-0031599,RB,2017,1.0,27,2015,0.04153846153846154,28.678001,0.004,174.0,1.7
343,343,344,John Conner,,,RB93,,,,286.0,,,286.0,00-0027739,FB,2017,1.0,30,2010,-1.0,--,--,139.0,3.2
344,344,345,Travaris Cadet,,,RB94,,,,,,286.0,286.0,00-0029205,RB,2017,0.9888888888888889,28,2012,-1.0,17.396193,0.005,,0.0
345,345,346,Trent Taylor,SF,11,WR115,,,,322.0,,309.0,315.5,00-0033292,WR,2017,1.0,23,2017,0.4740000000000001,17.078094,0.004,177.0,1.6
346,346,347,Chester Rogers,,,WR116,,,,,,287.0,287.0,00-0032355,WR,2017,1.0,23,2016,0.6363636363636362,39.310673,0.003,,0.0
347,347,348,Keke Coutee,,,WR117,,,,,,288.0,288.0,00-0034366,WR,2017,--,20,2018,-1.0,--,0.004,103.0,5.1
348,348,349,Cody Parkey,,,K28,,,,289.0,,392.0,340.5,00-0030850,K,2017,0.9215686274509803,25,2014,-1.0,--,0.021,,0.0
349,349,350,Shane Vereen,,,RB95,,,,291.0,,,291.0,00-0027994,RB,2017,0.8981481481481481,28,2011,0.299375,12.121715,0.006,56.0,9.0
350,350,351,Garrett Celek,,,TE47,,,,,,293.0,293.0,00-0028903,TE,2017,0.8048780487804879,29,2012,-1.0,31.887693,0.016,,0.0
351,351,352,Christine Michael,,,RB96,,,,298.0,,341.0,319.5,00-0030432,RB,2017,0.7974683544303798,26,2013,-1.0,--,0.004,62.0,8.3
352,352,353,Stevan Ridley,,,RB97,,,,324.0,,315.0,319.5,00-0028011,RB,2017,0.918918918918919,28,2011,0.33,62.719997,0.004,73.0,7.3
353,353,354,Brice Butler,,,WR118,,,,,,296.0,296.0,00-0030516,WR,2017,1.0,27,2013,0.2976923076923077,28.449924,0.006999999999999999,209.0,0.6
354,354,355,Matt Barkley,,,QB37,,,,,,297.0,297.0,00-0030533,QB,2017,1.0,26,2013,-1.0,--,0.011000000000000001,98.0,5.4
355,355,356,Jeremy Maclin ,,,WR119,,,,,,300.0,300.0,00-0026995,WR,2017,1.0,29,2009,0.6483333333333334,28.354546,0.033,19.0,15.8
356,356,357,Chandler Catanzaro,,,K29,,,,300.0,,414.0,357.0,00-0030896,K,2017,1.0,26,2014,-1.0,--,0.018000000000000002,,0.0
357,357,358,Charles Sims,,,RB98,,,,,,302.0,302.0,00-0031390,RB,2017,0.8448275862068966,26,2014,0.35187499999999994,9.720667,0.006,69.0,7.6
358,358,359,Phillip Lindsay,,,RB99,,,,303.0,,344.0,323.5,00-0034109,RB,2017,--,23,2018,-1.0,--,0.003,,0.0
359,359,360,J.D. McKissic,,,RB100,,,,323.0,,325.0,324.0,00-0032602,RB,2017,1.0,24,2016,0.3438461538461538,18.002651,0.004,,0.0
360,360,361,Aldrick Rosas,,,K30,,,,304.0,,357.0,330.5,00-0032870,K,2017,1.0,22,2017,-1.0,--,0.003,,0.0
361,361,362,New York Jets,DST,11,DST29,,,,306.0,,,306.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
362,362,363,Jonnu Smith,PIT,7,TE48,,,,,,306.0,306.0,00-0033858,TE,2017,1.0,22,2017,0.5399999999999999,13.494742,0.005,100.0,5.3
363,363,364,Jacoby Brissett,ARI,9,QB38,,,,,,307.0,307.0,00-0033119,QB,2017,0.6875,24,2016,0.94875,35.08565,0.005,91.0,5.9
364,364,365,Josh McCown,,,QB39,,,,,,308.0,308.0,00-0021206,QB,2017,0.8260869565217391,38,2002,0.9676923076923077,74.73652,0.055999999999999994,81.0,6.6
365,365,366,DeAndre Washington,,,RB101,,,,309.0,,401.0,355.0,00-0032940,RB,2017,1.0,24,2016,0.22666666666666668,28.745237,0.004,143.0,3.0
366,366,367,AJ McCarron,,,QB40,,,,,,312.0,312.0,00-0031288,QB,2017,1.0,26,2014,0.16333333333333336,0.6272,0.027999999999999997,164.0,2.1
367,367,368,Miami Dolphins,DST,11,DST30,,,,313.0,,,313.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
368,368,369,Kenny Britt,,,WR120,,,,,,314.0,314.0,00-0027006,WR,2017,0.9777777777777777,28,2009,0.4591666666666667,20.73818,0.049,30.0,12.9
369,369,370,Jacquizz Rodgers,,,RB102,,,,,,316.0,316.0,00-0028083,RB,2017,0.9428571428571428,27,2011,0.15875,18.226667,0.01,145.0,2.9
370,370,371,Ryan Fitzpatrick,,,QB41,,,,,,317.0,317.0,00-0023682,QB,2017,0.8993288590604027,34,2005,0.73,59.528152,0.019,250.0,0.0
371,371,372,Dwayne Allen,,,TE49,,,,,,318.0,318.0,00-0029689,TE,2017,0.7857142857142857,27,2012,0.4225,6.53,0.031,64.0,8.1
372,372,373,Robert Turbin ,,,RB103,,,,,,320.0,320.0,00-0029273,RB,2017,0.898989898989899,27,2012,0.325,6.549667,0.008,106.0,4.9
373,373,374,Kyle Juszczyk,SF,11,RB104,,,,320.0,,422.0,371.0,00-0029892,FB,2017,1.0,26,2013,0.41428571428571426,12.279359,0.031,130.0,3.6
374,374,375,Brandon LaFell ,,,WR121,,,,,,321.0,321.0,00-0027681,WR,2017,1.0,30,2010,0.89375,21.264,0.01,78.0,6.9
375,375,376,Brian Hoyer,,,QB42,,,,,,323.0,323.0,00-0026625,QB,2017,0.890625,31,2009,-1.0,93.73744,0.036000000000000004,,0.0
376,376,377,Las Vegas Raiders,DST,,DST31,,,,325.0,,,325.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
377,377,378,Steven Jackson,,,RB105,,,,,,326.0,326.0,00-0022736,RB,2017,1.0,34,2004,-1.0,--,--,24.0,14.4
378,378,379,Tyler Higbee,LAR,12,TE50,,,,326.0,,385.0,355.5,00-0033110,TE,2017,1.0,24,2016,0.711875,14.203351,0.005,110.0,4.7
379,379,380,Marcus Murphy ,,,RB106,,,,327.0,,366.0,346.5,00-0031959,RB,2017,0.5151515151515151,25,2015,0.21,,0.004,230.0,0.0
380,380,381,Peyton Hillis,,,RB107,,,,,,328.0,328.0,00-0026367,RB,2017,0.8901098901098901,31,2008,-1.0,--,--,227.0,0.0
381,381,382,Orleans Darkwa,,,RB108,,,,,,329.0,329.0,00-0030860,RB,2017,0.9180327868852459,25,2014,-1.0,34.13743,0.006999999999999999,,0.0
382,382,383,Jordan Akins,,,TE51,,,,329.0,,356.0,342.5,00-0034364,TE,2017,--,25,2018,-1.0,--,0.005,98.0,5.4
383,383,384,Mark Walton,,,RB109,,,,,,330.0,330.0,00-0034679,RB,2017,--,20,2018,-1.0,--,0.004,112.0,4.6
384,384,385,Michael Roberts,,,TE52,,,,,,331.0,331.0,00-0033559,TE,2017,1.0,23,2017,0.22666666666666668,2.547,0.004,127.0,3.8
385,385,386,Chad Williams,,,WR122,,,,,,332.0,332.0,00-0033933,WR,2017,1.0,22,2017,0.2333333333333333,1.487,0.005,98.0,5.4
386,386,387,Cody Latimer,,,WR123,,,,,,333.0,333.0,00-0031344,WR,2017,1.0,24,2014,0.4918181818181818,28.56011,0.013999999999999999,56.0,9.0
387,387,388,Tyler Ervin,,,RB110,,,,,,334.0,334.0,00-0032404,RB,2017,0.625,23,2016,0.29000000000000004,5.8133335,0.001,119.0,4.2
388,388,389,Jordan Leggett,,,TE53,,,,,,336.0,336.0,00-0033953,TE,2017,0.5,22,2017,-1.0,--,0.004,150.0,2.7
389,389,390,Xavier Grimble,,,TE54,,,,,,337.0,337.0,00-0031035,TE,2017,1.0,24,2014,-1.0,5.986667,0.004,,0.0
390,390,391,Chris Johnson ,,,RB111,,,,,,338.0,338.0,00-0026164,RB,2017,0.8134328358208955,31,2008,0.36250000000000004,7.8491673,0.008,24.0,14.4
391,391,392,Wes Welker,,,WR124,,,,,,340.0,340.0,00-0022427,WR,2017,0.8425925925925926,36,2004,-1.0,--,--,,0.0
392,392,393,Jeff Heuerman ,,,TE55,,,,340.0,,395.0,367.5,00-0032227,TE,2017,1.0,24,2015,0.32857142857142857,18.388443,0.005,92.0,5.8
393,393,394,Brock Osweiler,,,QB43,,,,,,342.0,342.0,00-0029682,QB,2017,1.0,26,2012,0.8099999999999999,67.41152,0.005,57.0,8.9
394,394,395,Dennis Pitta,,,TE56,,,,,,345.0,345.0,00-0027714,TE,2017,0.9594594594594594,32,2010,-1.0,--,0.018000000000000002,114.0,4.4
395,396,397,Randy Moss,,,WR125,,,,,,347.0,347.0,00-0011754,WR,2017,1.0,40,1998,-1.0,--,--,21.0,15.2
396,397,398,Tajae Sharpe,,,WR126,,,,,,348.0,348.0,00-0032778,WR,2017,0.5,22,2016,-1.0,--,0.004,140.0,3.1
397,398,399,Tony Romo,,,QB44,,,,,,349.0,349.0,00-0021678,QB,2017,0.8211382113821138,37,2003,-1.0,--,0.146,,0.0
398,399,400,Knowshon Moreno,,,RB112,,,,,,350.0,350.0,00-0026988,RB,2017,0.8095238095238095,30,2009,-1.0,--,--,12.0,18.8
399,400,401,Marques Colston,,,WR127,,,,,,351.0,351.0,00-0024466,WR,2017,1.0,34,2006,-1.0,--,--,252.0,0.0
400,401,402,Akeem Hunt,,,RB113,,,,,,352.0,352.0,00-0031743,RB,2017,1.0,24,2015,-1.0,2.429524,0.004,,0.0
401,402,403,Malcolm Mitchell,,,WR128,,,,,,353.0,353.0,00-0032400,WR,2017,0.53125,25,2016,-1.0,--,0.005,112.0,4.6
402,403,404,Kendall Wright,,,WR129,,,,,,358.0,358.0,00-0029708,WR,2017,1.0,27,2012,0.583125,27.191431,0.006,20.0,15.5
403,404,405,Coby Fleener,,,TE57,,,,,,360.0,360.0,00-0029697,TE,2017,0.95,28,2012,0.3663636363636364,34.416183,0.046,34.0,12.1
404,405,406,Rashard Higgins,,,WR130,,,,,,361.0,361.0,00-0032977,WR,2017,1.0,22,2016,0.664,42.247692,0.004,172.0,1.8
405,406,407,Damoun Patterson,,,WR131,,,,,,362.0,362.0,00-0034698,WR,2017,--,22,2018,-1.0,--,0.003,,0.0
406,407,408,Landry Jones,,,QB45,,,,,,364.0,364.0,00-0030524,QB,2017,1.0,28,2013,0.38999999999999996,27.978533,0.004,115.0,4.4
407,408,409,Thomas Rawls,,,RB114,,,,,,365.0,365.0,00-0031897,RB,2017,0.6739130434782609,24,2015,-1.0,9.5725,0.004,,0.0
408,409,410,Trenton Cannon,,,RB115,,,,,,367.0,367.0,00-0034164,RB,2017,--,23,2018,-1.0,--,0.004,204.0,0.7
409,410,411,Clive Walford,,,TE58,,,,,,368.0,368.0,00-0032256,TE,2017,0.9591836734693877,25,2015,0.16,12.494667,0.004,68.0,7.7
410,411,412,Marcedes Lewis,,,TE59,,,,,,373.0,373.0,00-0024243,TE,2017,0.9577464788732394,33,2006,0.8006249999999999,52.581173,0.012,28.0,13.4
411,412,413,C.J. Beathard,,,QB46,,,,,,374.0,374.0,00-0033936,QB,2017,1.0,23,2017,0.8171428571428571,35.010403,0.005,104.0,5.0
412,413,414,Tommylee Lewis,,,WR132,,,,,,375.0,375.0,00-0032881,WR,2017,1.0,24,2016,0.11600000000000003,14.656944,0.003,,0.0
413,414,415,Equanimeous St. Brown,SF,11,WR133,,,,,,376.0,376.0,00-0034279,WR,2017,--,20,2018,-1.0,--,0.004,207.0,0.6
414,415,416,Justin Hardy,,,WR134,,,,,,377.0,377.0,00-0031570,WR,2017,1.0,25,2015,0.364375,8.632111,0.005,107.0,4.8
415,416,417,Teddy Bridgewater,TB,5,QB47,,,,,,378.0,378.0,00-0031237,QB,2017,0.6363636363636364,24,2014,0.14,,0.034,32.0,12.5
416,417,418,Justin Watson,HOU,10,WR135,,,,,,379.0,379.0,00-0034386,WR,2017,--,21,2018,-1.0,--,0.004,144.0,3.0
417,418,419,Johnny Manziel,,,QB48,,,,,,380.0,380.0,00-0031409,QB,2017,0.5151515151515151,24,2014,-1.0,--,0.016,22.0,14.9
418,419,420,Mike Boone,MIA,11,RB116,,,,,,382.0,382.0,00-0034208,RB,2017,--,22,2018,-1.0,--,0.003,,0.0
419,420,421,Mark Sanchez,,,QB49,,,,,,383.0,383.0,00-0026898,QB,2017,0.9852941176470589,30,2009,-1.0,--,0.005,5.0,24.3
420,421,422,Nathan Peterman,,,QB50,,,,,,384.0,384.0,00-0033958,QB,2017,1.0,23,2017,0.385,42.2793,0.001,171.0,1.9
421,422,423,Eddy Pineiro,,,K31,,,,,,386.0,386.0,00-0034173,K,2017,--,21,2018,-1.0,--,0.003,,0.0
422,423,424,Colin Kaepernick,,,QB51,,,,,,387.0,387.0,00-0027974,QB,2017,0.8936170212765957,29,2011,-1.0,--,0.1,36.0,11.8
423,424,425,Aaron Hernandez,,,TE60,,,,,,388.0,388.0,00-0027713,TE,2017,1.0,27,2010,-1.0,--,0.0,113.0,4.5
424,425,426,Mike Davis,,,RB117,,,,,,389.0,389.0,00-0032063,RB,2017,1.0,24,2015,0.48499999999999993,7.8656673,0.008,126.0,3.8
425,426,427,Shelton Gibson,,,WR136,,,,,,390.0,390.0,00-0033573,WR,2017,1.0,22,2017,0.054000000000000006,,0.004,166.0,2.0
426,427,428,Deonte Thompson,,,WR137,,,,,,391.0,391.0,00-0029388,WR,2017,1.0,28,2012,-1.0,39.618572,0.01,,0.0
427,428,429,Matt Cassel,,,QB52,,,,,,394.0,394.0,00-0023662,QB,2017,0.9,35,2005,0.72,81.91999,0.006,230.0,0.0
428,429,430,DaeSean Hamilton,,,WR138,,,,,,396.0,396.0,00-0034370,WR,2017,--,22,2018,-1.0,--,--,113.0,4.5
429,430,431,Zane Gonzalez,,,K32,,,,,,397.0,397.0,00-0033862,K,2017,1.0,22,2017,0.23875000000000002,--,0.003,224.0,0.1
430,431,432,Javon Wims,,,WR139,,,,,,398.0,398.0,00-0034426,WR,2017,--,22,2018,-1.0,--,0.004,224.0,0.1
431,432,433,Derek Watt,,,RB118,,,,,,399.0,399.0,00-0032897,FB,2017,1.0,24,2016,0.133125,2.0736666,0.004,198.0,0.9
432,433,434,Terrance West,,,RB119,,,,,,400.0,400.0,00-0031375,RB,2017,1.0,26,2014,0.202,49.517,0.004,94.0,5.7
433,434,435,Kerwynn Williams,,,RB120,,,,,,402.0,402.0,00-0030117,RB,2017,1.0,26,2013,0.2225,13.639238,0.004,230.0,0.0
434,435,436,C.J. Ham,MIN,10,RB121,,,,,,403.0,403.0,00-0032918,FB,2017,1.0,24,2016,0.18375000000000002,2.392111,0.003,,0.0
435,436,437,Bennie Fowler,III,,WR140,,,,,,404.0,404.0,00-0030670,WR,2017,1.0,26,2014,-1.0,26.504175,0.006,,0.0
436,437,438,Seth Roberts,,,WR141,,,,,,405.0,405.0,00-0031166,WR,2017,1.0,26,2014,-1.0,7.608095,0.031,,0.0
437,438,439,Bruce Ellington,,,WR142,,,,,,407.0,407.0,00-0031326,WR,2017,0.696969696969697,26,2014,0.7518181818181816,27.969639,0.006999999999999999,106.0,4.9
438,439,440,Charcandrick West,,,RB122,,,,,,408.0,408.0,00-0030668,RB,2017,1.0,26,2014,-1.0,17.847273,0.006,,0.0
439,440,441,Mack Hollins,NE,11,WR143,,,,,,409.0,409.0,00-0033555,WR,2017,1.0,23,2017,0.25375,14.642727,0.005,118.0,4.2
440,441,442,Brandon Tate,,,WR144,,,,,,410.0,410.0,00-0027057,WR,2017,0.9781021897810219,29,2009,0.16923076923076924,13.867,0.005,83.0,6.5
441,442,443,Dwayne Harris,,,WR145,,,,,,411.0,411.0,00-0028114,WR,2017,0.8990825688073395,29,2011,0.024,--,0.006,176.0,1.7
442,443,444,Jacob Hollister,,,TE61,,,,,,412.0,412.0,00-0033387,TE,2017,1.0,23,2017,0.07866666666666668,1.4425,0.003,,0.0
443,444,445,Brett Hundley,,,QB53,,,,,,413.0,413.0,00-0031589,QB,2017,1.0,24,2015,0.8936363636363637,65.7929,0.004,147.0,2.8
444,445,446,Roc Thomas,,,RB123,,,,,,415.0,415.0,00-0034221,RB,2017,--,21,2018,-1.0,--,0.003,,0.0
445,446,447,Roberto Aguayo,,,K33,,,,,,416.0,416.0,00-0033102,K,2017,1.0,23,2016,-1.0,--,0.003,59.0,8.6
446,447,448,Marquez Valdes-Scantling,SEA,7,WR146,,,,,,417.0,417.0,00-0034272,WR,2017,--,22,2018,-1.0,--,0.004,174.0,1.7
447,448,449,Braxton Berrios,HOU,10,WR147,,,,,,418.0,418.0,00-0034419,WR,2017,--,21,2018,-1.0,--,0.004,210.0,0.6
448,449,450,Richie James Jr.,,,WR148,,,,,,419.0,419.0,00-0034419,WR,2017,--,21,2018,-1.0,--,0.004,210.0,0.6
449,450,451,Justin Davis,,,RB124,,,,,,420.0,420.0,00-0033760,RB,2017,1.0,21,2017,0.0225,,0.003,,0.0
450,451,452,Braxton Miller,,,WR149,,,,,,421.0,421.0,00-0033069,WR,2017,0.90625,24,2016,0.5763636363636363,14.762334,0.001,85.0,6.3
451,452,453,Amara Darboh,,,WR150,,,,,,423.0,423.0,00-0033937,WR,2017,1.0,23,2017,0.17625000000000002,2.6355357,0.005,106.0,4.9
452,453,454,T.J. Jones,,,WR151,,,,,,424.0,424.0,00-0031189,WR,2017,0.9487179487179487,25,2014,0.4307142857142857,12.613636,0.011000000000000001,189.0,1.2
453,454,455,Jason Sanders,MIA,11,K34,,,,,,425.0,425.0,00-0034794,K,2017,--,21,2018,-1.0,--,0.004,229.0,0.0
454,455,456,Jeremy Kerley,,,WR152,,,,,,426.0,426.0,00-0028091,WR,2017,0.9565217391304348,28,2011,0.55875,20.274761,0.005,153.0,2.6
455,456,457,Chris Conley,,,WR153,,,,,,427.0,427.0,00-0032128,WR,2017,0.7755102040816326,24,2015,0.8860000000000001,12.815,0.005,76.0,7.0
456,457,458,Niles Paul,,,TE62,,,,,,428.0,428.0,00-0028093,TE,2017,0.92,28,2011,0.34071428571428575,3.4301815,0.013000000000000001,155.0,2.5
457,458,459,Keith Smith,,,RB125,,,,,,429.0,429.0,00-0030968,FB,2017,1.0,25,2014,-1.0,0.76666665,0.008,,0.0
458,459,460,Patrick DiMarco,,,RB126,,,,,,430.0,430.0,00-0028581,RB,2017,1.0,28,2011,-1.0,3.0485713,0.013000000000000001,,0.0
459,460,461,Andy Janovich,,,RB127,,,,,,431.0,431.0,00-0032956,FB,2017,0.84375,24,2016,0.14750000000000002,5.5,0.004,176.0,1.7
460,461,462,Joe Webb,III,,QB54,,,,,,432.0,432.0,00-0027796,QB,2017,1.0,30,2010,0.035625000000000004,0.1800001,0.006,199.0,0.9
461,462,463,Nick Boyle,,,TE63,,,,,,433.0,433.0,00-0031598,TE,2017,0.5365853658536586,24,2015,0.69,4.7698097,0.004,171.0,1.9
462,463,464,Chris Moore,WAS,4,WR154,,,,,,434.0,434.0,00-0032398,WR,2017,1.0,24,2016,0.4223076923076923,19.62989,0.005,107.0,4.8
463,464,465,Jermaine Gresham,,,TE64,,,,,,435.0,435.0,00-0027873,TE,2017,1.0,29,2010,0.765,18.25824,0.042,21.0,15.2
464,465,466,Justin Hunter ,,,WR155,,,,,,436.0,436.0,00-0030521,WR,2017,0.6805555555555556,26,2013,0.13142857142857142,8.423,0.005,34.0,12.1
465,466,467,Demarcus Robinson,SF,11,WR156,,,,,,437.0,437.0,00-0032775,WR,2017,1.0,22,2016,0.578125,9.832889,0.005,126.0,3.8
466,467,468,Brandon Weeden,,,QB55,,,,,,438.0,438.0,00-0029677,QB,2017,1.0,33,2012,-1.0,--,0.004,22.0,14.9
467,468,469,Demetrius Harris ,,,TE65,,,,,,439.0,439.0,00-0030155,TE,2017,0.8305084745762712,26,2013,0.46249999999999997,13.973974,0.01,,0.0
468,469,470,Seth DeValve,,,TE66,,,,,,440.0,440.0,00-0033080,TE,2017,1.0,24,2016,0.49812500000000004,8.070958,0.004,138.0,3.2
469,470,471,Nate Sudfeld,,,QB56,,,,,,441.0,441.0,00-0032792,QB,2017,1.0,23,2016,0.68,,0.004,187.0,1.3
470,471,472,Lee Smith,,,TE67,,,,,,442.0,442.0,00-0028097,TE,2017,0.7652173913043478,29,2011,0.33562499999999995,0.87999994,0.017,159.0,2.3
471,472,473,Lance Kendricks,,,TE68,,,,,,443.0,443.0,00-0027985,TE,2017,1.0,29,2011,0.448125,12.976182,0.012,47.0,10.1
472,473,474,Eli Rogers ,,,WR157,,,,,,444.0,444.0,00-0031782,WR,2017,1.0,24,2015,-1.0,9.524546,0.004,,0.0
473,474,475,A.J. Derby,,,TE69,,,,,,445.0,445.0,00-0031609,TE,2017,0.967741935483871,25,2015,0.44272727272727275,30.268547,0.004,202.0,0.8
474,475,476,Benny Cunningham Jr.,,,RB128,,,,,,446.0,446.0,00-0029795,RB,2017,0.963855421686747,27,2013,-1.0,18.952726,0.006,,0.0
475,476,477,Chad Hansen,,,WR158,,,,,,447.0,447.0,00-0033840,WR,2017,1.0,22,2017,0.3453333333333333,7.1546664,--,141.0,3.1
476,477,478,De'Anthony Thomas,,,WR159,,,,,,448.0,448.0,00-0031060,WR,2017,0.7538461538461538,24,2014,0.19687500000000002,22.921944,0.005,124.0,3.9
477,478,479,Jamize Olawale,,,RB129,,,,,,449.0,449.0,00-0029492,RB,2017,1.0,28,2012,-1.0,5.146667,0.013999999999999999,,0.0
478,479,480,Chris Herndon,IV,,TE70,,,,,,450.0,450.0,00-0034766,TE,2017,--,21,2018,-1.0,--,0.004,107.0,4.8
479,480,481,Nick O'Leary,,,TE71,,,,,,451.0,451.0,00-0032117,TE,2017,1.0,25,2015,0.5453333333333334,11.040897,0.006999999999999999,194.0,1.1
480,481,482,Logan Paulsen,,,TE72,,,,,,452.0,452.0,00-0027215,TE,2017,1.0,30,2010,-1.0,0.0,0.006,,0.0
481,482,483,Geno Smith,LV,,QB57,,,,,,453.0,453.0,00-0030565,QB,2017,0.891566265060241,26,2013,0.53,48.807198,0.006,39.0,11.3
482,483,484,Mason Rudolph,PIT,7,QB58,,,,,,454.0,454.0,00-0034771,QB,2017,--,22,2018,-1.0,--,0.006,76.0,7.0
483,484,485,Josh Hill,,,TE73,,,,,,455.0,455.0,00-0030216,TE,2017,0.9518072289156626,27,2013,0.57375,6.8312225,0.017,,0.0
484,485,486,Blaine Gabbert,,,QB59,,,,,,456.0,456.0,00-0027948,QB,2017,0.9009009009009009,27,2011,1.0,33.65692,0.011000000000000001,10.0,19.9
485,486,487,Kendrick Bourne,NE,11,WR160,,,,,,457.0,457.0,00-0033307,WR,2017,1.0,22,2017,0.3718181818181818,15.393445,0.003,,0.0
486,487,488,Josh Reynolds,NYJ,11,WR161,,,,,,458.0,458.0,00-0033943,WR,2017,1.0,22,2017,0.27249999999999996,20.242142,0.005,117.0,4.3
