Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
187,187,187,188,Cameron Brate,,,TE19,169.0,,,181.0,,146.0,175.8,00-0031273,TE,2017,0.9807692307692307,26,2014,0.53625,45.065292,0.038,,0.0,16,0,0.0,0,0,0.0,0,48,591.0,6,0.0,0,0.0,0,0,0.0,0,30,289.0,6,1.0
188,188,188,189,Eli Manning,,,QB23,,,,193.0,,169.0,176.5,00-0022803,QB,2017,1.0,36,2004,0.9946666666666668,61.609646,0.147,1.0,34.6,15,352,3468.0,19,12,26.0,1,0,0.0,0,18.0,380,4299.0,21,15,20.0,1,0,0.0,0,15.0
189,189,189,190,Austin Ekeler,WAS,4,RB57,,,,159.0,,189.0,178.3,00-0033699,RB,2017,1.0,22,2017,0.180625,54.790253,0.003,,0.0,13,0,0.0,0,47,260.0,2,27,279.0,3,2.0,0,0.0,0,106,554.0,3,39,404.0,3,1.0
190,190,190,191,Carolina Panthers,DST,4,DST13,182.0,,,194.0,,,179.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
191,191,191,192,Charles Clay,,,TE20,139.0,,,202.0,,174.0,179.5,00-0028112,TE,2017,0.7280701754385965,28,2011,0.6861538461538461,23.693077,0.053,174.0,1.7,13,0,0.0,0,0,0.0,0,49,558.0,2,0.0,0,0.0,0,0,0.0,0,21,184.0,0,1.0
192,192,192,193,Benjamin Watson,,,TE21,143.0,,,208.0,,176.0,187.3,00-0022943,TE,2017,0.7972972972972973,36,2004,0.6425000000000001,26.798,0.011000000000000001,,0.0,16,0,0.0,0,0,0.0,0,61,522.0,4,0.0,0,0.0,0,0,0.0,0,35,400.0,2,0.0
193,193,193,194,Geronimo Allison ,,,WR69,,,,207.0,,217.0,190.8,00-0032626,WR,2017,0.9629629629629629,23,2016,0.34,27.73291,0.004,,0.0,11,0,0.0,0,0,0.0,0,23,253.0,0,1.0,0,0.0,0,0,0.0,0,20,303.0,2,0.0
194,194,194,195,Tyrod Taylor,NYJ,11,QB24,138.0,,,238.0,,196.0,196.8,00-0028118,QB,2017,1.0,28,2011,0.9373333333333332,43.42961,0.091,180.0,1.5,15,263,2799.0,14,84,427.0,4,0,0.0,0,6.0,42,473.0,2,16,125.0,1,0,0.0,0,2.0
195,195,195,196,Ricky Seals-Jones,,,TE22,,,,220.0,,188.0,198.5,00-0033611,TE,2017,1.0,22,2017,0.19,65.40268,0.003,,0.0,8,0,0.0,0,0,0.0,0,12,201.0,3,0.0,0,0.0,0,0,0.0,0,34,343.0,1,0.0
196,196,196,197,Arizona Cardinals,DST,9,DST14,166.0,,,222.0,,,199.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
197,197,197,198,Marqise Lee ,,,WR70,,,,203.0,,107.0,156.0,00-0031431,WR,2017,1.0,25,2014,0.7521428571428572,49.175255,0.048,39.0,11.3,13,0,0.0,0,1,17.0,0,56,702.0,3,0.0,--,--,--,--,--,--,--,--,--,--
198,198,198,199,D'Onta Foreman,,,RB58,,,,163.0,,130.0,164.3,00-0033925,RB,2017,0.625,21,2017,0.209,48.055,0.005,89.0,6.0,9,0,0.0,0,78,327.0,2,6,83.0,0,1.0,0,0.0,0,7,-1.0,0,2,28.0,1,0.0
199,199,199,200,Antonio Gates,,,TE23,135.0,,,243.0,,284.0,214.3,00-0021547,TE,2017,0.8904109589041096,37,2003,-1.0,25.206,0.013999999999999999,,0.0,16,0,0.0,0,0,0.0,0,30,316.0,3,0.0,0,0.0,0,0,0.0,0,28,333.0,2,1.0
200,200,200,201,Adam Vinatieri,,,K12,191.0,,,269.0,,319.0,240.4,00-0016919,K,2017,1.0,44,1996,-1.0,--,0.02,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
201,201,201,202,Doug Martin,,,RB59,,,,162.0,,153.0,173.3,00-0029613,RB,2017,0.8695652173913043,28,2012,0.3799999999999999,31.52891,0.008,31.0,12.7,11,0,0.0,0,138,406.0,3,9,84.0,0,1.0,0,0.0,0,172,723.0,4,18,116.0,0,3.0
202,202,202,203,Nyheim Miller-Hines,LAC,8,RB60,,,,182.0,,145.0,178.7,00-0034367,RB,2017,--,20,2018,-1.0,--,--,104.0,5.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,85,314.0,2,63,425.0,2,0.0
203,203,203,204,Mike Gesicki,CIN,9,TE24,,,,174.0,,182.0,179.7,00-0034829,TE,2017,--,21,2018,-1.0,--,0.009000000000000001,42.0,10.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,22,202.0,0,1.0
204,204,204,205,Javorius Allen,,,RB61,,,,183.0,,186.0,182.3,00-0031577,RB,2017,1.0,26,2015,0.4275,37.80163,0.005,125.0,3.9,16,0,0.0,0,153,591.0,4,46,250.0,2,0.0,0,0.0,0,41,110.0,3,35,196.0,2,1.0
205,205,205,206,Tyrell Williams,,,WR71,,,,198.0,,179.0,183.0,00-0032160,WR,2017,1.0,25,2015,0.8025,49.050503,0.016,,0.0,16,0,0.0,0,0,0.0,0,43,728.0,4,1.0,0,0.0,0,2,15.0,0,41,653.0,5,0.0
206,206,206,207,Daniel Carlson,LV,,K13,,,,228.0,,221.0,223.8,00-0034161,K,2017,--,22,2018,-1.0,--,0.004,167.0,2.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
207,207,207,208,Blake Bortles,,,QB25,,,,206.0,,166.0,184.0,00-0031407,QB,2017,1.0,25,2014,0.98,58.623013,0.099,3.0,27.6,16,315,3687.0,21,57,322.0,2,0,0.0,0,16.0,243,2718.0,13,58,365.0,1,0,0.0,0,15.0
208,208,208,209,Andy Dalton,CAR,4,QB26,,,,190.0,,173.0,184.3,00-0027973,QB,2017,1.0,29,2011,0.969375,64.59814,0.12,35.0,12.0,16,297,3320.0,25,38,99.0,0,0,0.0,0,16.0,226,2566.0,21,16,99.0,0,0,0.0,0,11.0
209,209,209,210,Ted Ginn Jr.,,,WR72,,,,247.0,,163.0,187.7,00-0025396,WR,2017,1.0,32,2007,0.6353333333333334,37.991142,0.022000000000000002,9.0,20.6,15,0,0.0,0,10,39.0,0,53,787.0,4,0.0,0,0.0,0,3,26.0,0,17,209.0,2,1.0
210,210,210,211,Case Keenum,CHI,5,QB27,,,,209.0,,167.0,188.0,00-0028986,QB,2017,1.0,29,2012,-1.0,49.8274,0.102,,0.0,15,325,3547.0,22,40,160.0,1,0,0.0,0,8.0,365,3890.0,18,26,93.0,2,0,0.0,0,17.0
211,211,211,212,Mike Wallace ,,,WR73,186.0,,,240.0,,218.0,227.8,00-0026901,WR,2017,0.8933333333333333,31,2009,0.6959999999999998,36.086,0.011000000000000001,84.0,6.4,15,0,0.0,0,1,4.0,0,52,748.0,4,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0
212,212,212,213,Christian Kirk,HU,10 O,WR74,,,,214.0,,171.0,189.0,00-0034775,WR,2017,--,20,2018,-1.0,--,0.008,47.0,10.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,3,35.0,0,43,590.0,3,0.0
213,213,213,214,Martavis Bryant ,,,WR75,,,,205.0,,140.0,190.3,00-0031373,WR,2017,1.0,25,2014,0.6506666666666667,23.115236,0.011000000000000001,118.0,4.2,15,0,0.0,0,6,22.0,0,50,603.0,3,0.0,0,0.0,0,3,23.0,0,19,266.0,0,1.0
214,214,214,215,Vance McDonald,,,TE25,,,,212.0,,175.0,193.7,00-0030470,TE,2017,0.7875,27,2013,0.4,17.73361,0.042,55.0,9.1,9,0,0.0,0,0,0.0,0,14,188.0,1,0.0,0,0.0,0,0,0.0,0,50,610.0,4,1.0
215,215,215,216,T.J. Yeldon,,,RB62,,,,165.0,,220.0,195.3,00-0032209,RB,2017,0.9795918367346939,23,2015,0.306,55.41345,0.01,36.0,11.8,10,0,0.0,0,49,253.0,2,30,224.0,0,1.0,0,0.0,0,104,414.0,1,55,487.0,4,1.0
216,216,216,217,Austin Hooper,NE,11,TE26,,,,199.0,,178.0,195.7,00-0032392,TE,2017,1.0,22,2016,0.77125,33.764664,0.006999999999999999,81.0,6.6,16,0,0.0,0,0,0.0,0,49,526.0,3,0.0,0,0.0,0,0,0.0,0,71,660.0,4,0.0
217,217,217,218,Robert Kelley,,,RB63,,,,219.0,,195.0,201.0,00-0032371,RB,2017,0.78125,24,2016,0.3071428571428571,16.322382,0.003,,0.0,7,0,0.0,0,62,194.0,3,4,18.0,0,0.0,0,0.0,0,4,8.0,0,0,0.0,0,0.0
218,218,218,219,Hayden Hurst,,,TE27,,,,200.0,,200.0,204.3,00-0034830,TE,2017,--,24,2018,-1.0,--,0.016,25.0,14.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,0.0,0,13,163.0,1,0.0
219,219,219,220,Graham Gano,NYG,9,K14,192.0,,,260.0,,270.0,239.8,00-0026858,K,2017,1.0,30,2009,-1.0,--,0.024,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
220,220,220,221,Frank Gore ,,,RB64,,,,217.0,,180.0,208.7,00-0023500,RB,2017,0.9178082191780822,34,2005,0.538125,14.698667,0.006,65.0,8.0,16,0,0.0,0,261,961.0,3,29,245.0,1,0.0,0,0.0,0,156,722.0,0,12,124.0,1,0.0
221,221,221,222,Spencer Ware,,,RB65,,,,210.0,,211.0,209.7,00-0030414,RB,2017,0.5490196078431373,25,2013,-1.0,--,0.009000000000000001,194.0,1.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,51,246.0,2,20,224.0,0,0.0
222,222,222,223,Samaje Perine,CIN,9,RB66,,,,187.0,,198.0,210.3,00-0033526,RB,2017,1.0,21,2017,0.3568749999999999,32.182693,0.005,114.0,4.4,13,0,0.0,0,175,603.0,1,22,182.0,1,2.0,0,0.0,0,8,32.0,0,3,5.0,0,0.0
223,223,223,224,Chris Ivory,,,RB67,,,,221.0,,192.0,214.3,00-0027531,RB,2017,0.8661417322834646,29,2010,-1.0,38.265774,0.016,,0.0,14,0,0.0,0,112,382.0,1,21,175.0,1,2.0,0,0.0,0,115,385.0,1,12,175.0,0,0.0
224,224,224,225,Atlanta Falcons,DST,8,DST15,,,,227.0,,,216.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
225,225,225,226,Ryan Tannehill,,,QB28,,,,237.0,,187.0,217.0,00-0029701,QB,2017,0.84,29,2012,-1.0,--,0.134,8.0,21.4,--,--,--,--,--,--,--,--,--,--,--,176,1979.0,17,32,145.0,0,1,3.0,1,13.0
226,226,226,227,Donte Moncrief,,,WR76,,,,235.0,,205.0,220.3,00-0031339,WR,2017,1.0,24,2014,0.7916666666666666,17.700228,0.054000000000000006,90.0,5.9,12,0,0.0,0,0,0.0,0,26,391.0,2,0.0,0,0.0,0,0,0.0,0,48,668.0,3,1.0
227,227,227,228,Tennessee Titans,DST,8,DST16,183.0,,,246.0,,,221.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
228,228,228,229,James Washington,,,WR77,,,,239.0,,228.0,227.7,00-0034676,WR,2017,--,21,2018,-1.0,--,0.006,60.0,8.5,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,16,217.0,1,0.0
229,229,229,230,Kalen Ballage,,,RB68,,,,232.0,,204.0,228.7,00-0034799,RB,2017,--,21,2018,-1.0,--,0.004,131.0,3.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,36,191.0,1,9,56.0,0,1.0
230,230,230,231,Joe Flacco,CLE,11,QB29,,,,248.0,,216.0,229.0,00-0026158,QB,2017,0.9241379310344827,32,2008,0.940625,36.141895,0.14300000000000002,18.0,16.2,16,352,3141.0,18,25,54.0,1,0,0.0,0,13.0,232,2465.0,12,19,45.0,0,0,0.0,0,7.0
231,231,231,232,Jeremy Hill ,,,RB69,,,,211.0,,219.0,234.3,00-0031301,RB,2017,0.8787878787878788,24,2014,0.18,1.6895238,0.008,55.0,9.1,7,0,0.0,0,37,116.0,0,4,16.0,0,0.0,0,0.0,0,4,25.0,0,1,6.0,0,0.0
232,232,232,233,Terrance Williams,,,WR78,,,,256.0,,229.0,234.3,00-0030542,WR,2017,1.0,27,2013,0.645,28.270624,0.025,74.0,7.2,16,0,0.0,0,2,15.0,0,53,568.0,0,0.0,0,0.0,0,0,0.0,0,2,18.0,0,0.0
233,233,233,234,Baker Mayfield,TB,5,QB30,,,,262.0,,243.0,235.7,00-0034855,QB,2017,--,22,2018,-1.0,--,0.046,1.0,34.6,--,--,--,--,--,--,--,--,--,--,--,310,3725.0,27,39,131.0,0,0,0.0,0,17.0
234,234,234,235,Ryan Succop,,,K15,,,,215.0,,242.0,240.0,00-0026968,K,2017,1.0,30,2009,0.3275,--,0.023,256.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
235,235,235,236,Taywan Taylor,,,WR79,,,,231.0,,251.0,240.7,00-0033911,WR,2017,1.0,22,2017,0.2487499999999999,14.905168,0.006,72.0,7.4,16,0,0.0,0,8,43.0,0,16,231.0,1,0.0,0,0.0,0,0,0.0,0,37,466.0,1,1.0
236,236,236,237,Quincy Enunwa,,,WR80,,,,229.0,,237.0,242.3,00-0031023,WR,2017,0.6521739130434783,25,2014,-1.0,--,0.051,209.0,0.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,0.0,0,38,449.0,1,1.0
237,237,237,238,Kenneth Dixon,,,RB70,,,,251.0,,202.0,245.0,00-0032411,RB,2017,0.5,23,2016,-1.0,--,0.004,134.0,3.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,60,333.0,2,6,51.0,0,1.0
238,238,238,239,Chase Edmonds,,,RB71,,,,224.0,,257.0,245.0,00-0034681,RB,2017,--,21,2018,-1.0,--,0.004,134.0,3.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,60,208.0,2,20,103.0,0,0.0
239,239,239,240,Tre'Quan Smith,,,WR81,,,,234.0,,253.0,246.7,00-0034765,WR,2017,--,21,2018,-1.0,--,0.005,91.0,5.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,28,427.0,5,0.0
240,240,240,241,Darren Sproles,,,RB72,,,,241.0,,222.0,247.7,00-0023564,RB,2017,0.9139072847682119,34,2005,0.4166666666666667,24.39,0.008,130.0,3.6,3,0,0.0,0,15,61.0,0,7,73.0,0,0.0,0,0.0,0,29,120.0,1,15,160.0,2,0.0
241,241,241,242,Cole Beasley,,,WR82,,,,264.0,,231.0,248.0,00-0029000,WR,2017,1.0,28,2012,0.574,28.567808,0.024,,0.0,15,0,0.0,0,0,0.0,0,36,314.0,4,0.0,0,0.0,0,0,0.0,0,65,672.0,3,0.0
242,242,242,243,Phillip Dorsett II,LV,,WR83,,,,213.0,,267.0,248.3,00-0032208,WR,2017,1.0,24,2015,0.3533333333333333,10.6125,0.008,29.0,13.2,9,0,0.0,0,1,7.0,0,12,194.0,0,0.0,0,0.0,0,4,29.0,0,32,290.0,3,0.0
243,243,243,244,Kansas City Chiefs,DST,12,DST17,,,,184.0,,,202.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
244,244,244,245,John Kelly Jr.,,,RB73,,,,245.0,,266.0,252.0,00-0034808,RB,2017,--,20,2018,-1.0,--,0.004,176.0,1.7,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,27,74.0,0,2,27.0,0,0.0
245,245,245,246,Seattle Seahawks,DST,7,DST18,,,,196.0,,,207.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
246,246,246,247,Jonathan Stewart,,,RB74,,,,244.0,,230.0,255.0,00-0026153,RB,2017,1.0,30,2008,0.4039999999999999,52.94266,0.019,13.0,18.3,15,0,0.0,0,198,680.0,6,8,52.0,1,3.0,0,0.0,0,6,17.0,0,0,0.0,0,0.0
247,247,247,248,Terrelle Pryor Sr.,,,WR84,,,,254.0,,213.0,255.7,00-0028825,WR,2017,0.926829268292683,28,2011,-1.0,28.117144,0.025,1.0,34.6,8,0,0.0,0,0,0.0,0,20,240.0,1,0.0,0,0.0,0,1,-1.0,0,16,252.0,2,0.0
248,248,248,249,Lamar Jackson,BAL,10,QB31,,,,311.0,,223.0,255.7,00-0034796,QB,2017,--,20,2018,-1.0,--,0.013000000000000001,32.0,12.5,--,--,--,--,--,--,--,--,--,--,--,99,1201.0,6,147,695.0,5,0,0.0,0,7.0
249,249,249,250,Dallas Goedert,PHI,9,TE28,,,,266.0,,259.0,255.7,00-0034351,TE,2017,--,22,2018,-1.0,--,0.008,49.0,9.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,33,334.0,4,0.0
250,250,250,251,Sam Darnold,SEA,7,QB32,,,,318.0,,254.0,256.7,00-0034869,QB,2017,--,20,2018,-1.0,--,0.043,3.0,27.6,--,--,--,--,--,--,--,--,--,--,--,239,2865.0,17,43,135.0,1,0,0.0,0,17.0
251,251,251,252,Cordarrelle Patterson,,,RB75,,,,287.0,,203.0,258.7,00-0030578,RB,2017,1.0,26,2013,0.431875,25.41524,0.025,29.0,13.2,15,0,0.0,0,13,121.0,2,31,309.0,0,0.0,0,0.0,0,42,228.0,1,21,247.0,3,0.0
252,252,252,253,Brandon Marshall,,,WR85,,,,242.0,,248.0,259.0,00-0024334,WR,2017,0.831081081081081,33,2006,0.7759999999999999,31.487003,0.006,119.0,4.2,5,0,0.0,0,0,0.0,0,18,154.0,0,0.0,0,0.0,0,0,0.0,0,11,136.0,1,0.0
253,253,253,254,Brandon McManus,GB,7,K16,,,,249.0,,278.0,260.7,00-0029822,K,2017,1.0,26,2014,-1.0,--,0.022000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
254,254,254,255,Sam Bradford,,,QB33,,,,279.0,,255.0,261.7,00-0027854,QB,2017,0.8598130841121495,29,2010,0.685,290.40503,0.113,1.0,34.6,2,32,382.0,3,2,-3.0,0,0,0.0,0,0.0,50,400.0,2,2,7.0,0,0,0.0,0,6.0
255,255,255,256,Josh Lambo,,,K17,,,,282.0,,240.0,263.7,00-0032087,K,2017,1.0,26,2015,-1.0,--,0.004,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
256,256,256,257,Rod Smith,,,RB76,,,,259.0,,272.0,265.0,00-0031900,RB,2017,1.0,25,2015,-1.0,87.02933,0.004,,0.0,10,0,0.0,0,55,232.0,4,19,202.0,1,0.0,0,0.0,0,44,127.0,1,9,60.0,0,0.0
257,257,257,258,Dante Pettis,N,6 O,WR86,,,,276.0,,250.0,265.3,00-0034860,WR,2017,--,21,2018,-1.0,--,0.009000000000000001,44.0,10.5,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,-2.0,0,27,467.0,5,0.0
258,258,258,259,Jermaine Kearse,,,WR87,,,,310.0,,206.0,265.7,00-0029159,WR,2017,1.0,27,2012,-1.0,49.96,0.028999999999999998,,0.0,16,0,0.0,0,0,0.0,0,65,810.0,5,0.0,0,0.0,0,0,0.0,0,37,371.0,1,0.0
259,259,259,260,Dan Bailey,,,K18,,,,223.0,,343.0,266.0,00-0028660,K,2017,1.0,29,2011,-1.0,--,0.01,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
260,260,260,261,Pharoh Cooper,,,WR88,,,,,,112.0,112.0,00-0033111,WR,2017,1.0,22,2016,0.19625,3.9505453,0.005,117.0,4.3,11,0,0.0,0,1,6.0,0,11,84.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0
261,261,261,262,Jake Butt ,,,TE29,,,,295.0,,224.0,267.3,00-0033564,TE,2017,0.0,22,2017,-1.0,--,0.004,145.0,2.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,8,85.0,0,0.0
262,262,262,263,Detroit Lions,DST,6,DST19,,,,233.0,,,235.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
263,263,263,264,Tavon Austin,,,WR89,,,,315.0,,209.0,275.0,00-0030525,WR,2017,1.0,27,2013,0.219375,12.892583,0.04,8.0,21.4,14,0,0.0,0,59,270.0,1,13,47.0,0,0.0,0,0.0,0,6,55.0,0,8,140.0,2,0.0
264,264,264,265,Vernon Davis,,,TE30,,,,308.0,,258.0,276.0,00-0024221,TE,2017,1.0,33,2006,0.79,29.337166,0.03,6.0,23.2,16,0,0.0,0,0,0.0,0,43,648.0,3,2.0,0,0.0,0,0,0.0,0,25,367.0,2,0.0
265,265,265,266,Nick Foles,,,QB34,,,,261.0,,282.0,276.0,00-0029567,QB,2017,0.8383838383838383,28,2012,0.4342857142857142,94.71996,0.08199999999999999,88.0,6.1,7,57,537.0,5,11,3.0,0,0,0.0,0,4.0,141,1413.0,7,9,17.0,0,1,15.0,0,6.0
266,266,266,267,Corey Coleman,,,WR90,,,,293.0,,241.0,276.3,00-0032966,WR,2017,0.78125,23,2016,0.7911111111111111,48.636944,0.004,15.0,17.4,9,0,0.0,0,0,0.0,0,23,305.0,2,0.0,0,0.0,0,1,5.0,0,5,71.0,0,0.0
267,267,267,268,Travis Benjamin,,,WR91,,,,281.0,,252.0,276.7,00-0029269,WR,2017,0.9120879120879121,27,2012,0.534375,49.90129,0.039,100.0,5.3,16,0,0.0,0,13,96.0,0,34,567.0,4,0.0,0,0.0,0,7,41.0,0,12,186.0,1,0.0
268,268,268,269,Albert Wilson ,,,WR92,,,,275.0,,247.0,277.3,00-0030669,WR,2017,1.0,25,2014,0.6384615384615385,40.005257,0.045,,0.0,13,0,0.0,0,3,6.0,0,42,554.0,3,0.0,1,52.0,1,8,16.0,0,26,391.0,4,0.0
269,269,269,270,Ryan Grant ,,,WR93,,,,230.0,,369.0,286.0,00-0031068,WR,2017,1.0,26,2014,0.615,20.117958,0.042,142.0,3.0,16,0,0.0,0,0,0.0,0,45,573.0,4,0.0,0,0.0,0,0,0.0,0,35,334.0,1,0.0
270,270,270,271,Alex Erickson,,,WR94,,,,,,151.0,151.0,00-0032543,WR,2017,1.0,24,2016,0.2,16.693775,0.011000000000000001,,0.0,10,0,0.0,0,5,16.0,0,12,180.0,1,0.0,0,0.0,0,3,22.0,0,20,167.0,0,0.0
271,271,271,272,Antonio Callaway,,,WR95,,,,271.0,,292.0,280.7,00-0034772,WR,2017,--,20,2018,-1.0,--,0.004,105.0,5.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,2,7.0,0,43,586.0,5,1.0
272,272,272,273,Ameer Abdullah,SF,11,RB77,,,,274.0,,279.0,280.7,00-0032104,RB,2017,0.7142857142857143,24,2015,0.4142857142857142,18.275164,0.006999999999999999,54.0,9.2,14,0,0.0,0,165,552.0,4,25,162.0,1,1.0,0,0.0,0,1,1.0,0,3,28.0,0,0.0
273,273,273,274,Hunter Henry,NE,11,TE31,,,,,,461.0,307.5,00-0033090,TE,2017,0.9375,22,2016,0.6457142857142857,30.771137,0.01,35.0,12.0,12,0,0.0,0,0,0.0,0,45,579.0,4,0.0,--,--,--,--,--,--,--,--,--,--
274,274,274,275,Dallas Cowboys,DST,8,DST20,,,,257.0,,,250.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
275,275,275,276,Josh Rosen,,,QB35,,,,341.0,,277.0,282.0,00-0034343,QB,2017,--,20,2018,-1.0,--,0.025,10.0,19.9,--,--,--,--,--,--,--,--,--,--,--,217,2278.0,11,23,138.0,0,0,0.0,0,19.0
276,276,276,277,Ryan Griffin,,,TE32,,,,305.0,,245.0,282.0,00-0030108,TE,2017,0.8933333333333333,27,2013,0.6957142857142856,40.654667,0.018000000000000002,,0.0,6,0,0.0,0,0,0.0,0,13,158.0,1,0.0,0,0.0,0,0,0.0,0,24,305.0,0,0.0
277,277,277,278,Ryan Switzer,,,WR96,,,,,,160.0,160.0,00-0033562,WR,2017,1.0,22,2017,0.084375,8.992381,0.004,133.0,3.5,7,0,0.0,0,4,5.0,0,6,41.0,0,0.0,0,0.0,0,6,21.0,0,36,253.0,1,0.0
278,278,278,279,C.J. Prosise ,,,RB78,,,,258.0,,283.0,284.7,00-0032393,RB,2017,0.78125,23,2016,0.228,21.416664,0.005,90.0,5.9,4,0,0.0,0,11,23.0,0,6,87.0,0,0.0,0,0.0,0,1,-3.0,0,3,22.0,0,0.0
279,279,279,280,Josh Allen,BUF,11,QB36,,,,332.0,,275.0,285.0,00-0034857,QB,2017,--,21,2018,-1.0,--,0.03,7.0,22.2,--,--,--,--,--,--,--,--,--,--,--,168,2044.0,10,89,631.0,8,0,0.0,0,14.0
280,280,280,281,Stephen Hauschka,,,K19,,,,299.0,,290.0,285.0,00-0025944,K,2017,0.8712121212121212,32,2008,-1.0,--,0.018000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,0,0.0,0,0.0
281,281,281,282,Green Bay Packers,DST,7,DST21,,,,255.0,,,256.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
282,282,282,283,Wayne Gallman Jr.,,,RB79,,,,265.0,,301.0,286.3,00-0033950,RB,2017,1.0,22,2017,0.3523076923076923,26.857307,0.004,140.0,3.1,13,0,0.0,0,111,476.0,0,34,193.0,1,1.0,0,0.0,0,51,176.0,1,14,89.0,0,1.0
283,283,283,284,Ka'imi Fairbairn,HOU,10,K20,,,,,,232.0,258.0,00-0032726,K,2017,0.5,23,2016,-1.0,--,0.003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
284,284,284,285,Cleveland Browns,DST,11,DST22,,,,263.0,,,259.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
285,285,285,286,Nick Vannett,MIN,10,TE33,,,,335.0,,294.0,288.3,00-0032394,TE,2017,1.0,24,2016,0.2746666666666666,12.471427,0.005,94.0,5.7,8,0,0.0,0,0,0.0,0,12,124.0,1,0.0,0,0.0,0,0,0.0,0,29,269.0,3,0.0
286,286,286,287,DJ Chark Jr.,ATL,8,WR97,,,,319.0,,264.0,290.3,00-0034777,WR,2017,--,20,2018,-1.0,--,0.006,61.0,8.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,14,174.0,0,1.0
